Customer_ID,Customer_Name,Gender,DOB,City,Region_ID,Occupation,Income_Band,Customer_Segment,Join_Date
C006166,Customer 006166,Female,2001-10-19,Delhi,R002,Business Owner,Medium,Corporate,2019-04-05
C006167,Customer 006167,Male,2025-12-08,Kolkata,R002,Education,Low,Retail,2020-11-17
C006168,Customer 006168,Female,2006-02-09,Faridabad,R005,Self Employed,High,Corporate,2022-07-17
C006169,Customer 006169,Male,1986-08-07,Delhi,R005,Consultant,High,Retail,2023-10-09
C006170,Customer 006170,Female,2013-11-08,Jaipur,R003,Finance,High,Corporate,2023-07-29
C006171,Customer 006171,Male,1989-02-14,Bengaluru,R001,Self Employed,Low,Retail,2019-01-08
C006172,Customer 006172,Male,1989-06-22,Mumbai,R002,Engineer,Medium,Retail,2024-04-11
C006173,Customer 006173,Female,2003-04-19,Hyderabad,R001,Unknown,High,Retail,2023-03-17
C006174,Customer 006174,Female,1997-12-03,Bengaluru,R005,IT Professional,High,Corporate,2025-05-15
C006175,Customer 006175,Male,1984-11-09,Kolkata,R005,Government Employee,High,Retail,2025-04-12
C006176,Customer 006176,Male,2020-06-06,Lucknow,R002,Healthcare,Medium,Premium,2025-03-13
C006177,Customer 006177,Male,1995-11-16,Ahmedabad,R003,Self Employed,Medium,Retail,2023-09-08
C006178,Customer 006178,Female,2024-09-16,Lucknow,R002,Education,Medium,Corporate,2025-09-28
C006179,Customer 006179,Male,2018-02-25,Mumbai,R003,Business Owner,Medium,Corporate,2018-04-10
C006180,Customer 006180,Female,1988-10-02,Faridabad,R004,Other,Medium,Retail,2020-05-12
C006181,Customer 006181,Female,2017-12-12,Kolkata,R003,Education,Medium,Corporate,2023-08-21
C006182,Customer 006182,Female,2013-09-10,Gurugram,R002,Business Owner,High,Premium,2020-07-30
C006183,Customer 006183,Female,1993-03-18,Ahmedabad,R002,Self Employed,High,Retail,2026-02-23
C006184,Customer 006184,Female,1988-12-25,Delhi,R003,Finance,Low,Corporate,2020-08-25
C006185,Customer 006185,Female,1979-12-16,Lucknow,R001,Education,Very High,Corporate,2022-01-21
C006186,Customer 006186,Male,1978-03-11,Lucknow,R003,Business Owner,Medium,Retail,2024-09-24
C006187,Customer 006187,Male,2014-01-08,Gurugram,R004,Engineer,Medium,Retail,2020-02-13
C006188,Customer 006188,Female,1983-11-15,Faridabad,R004,Engineer,Very High,Retail,2018-07-02
C006189,Customer 006189,Male,2016-05-29,Faridabad,R001,Business Owner,Low,Retail,2018-04-15
C006190,Customer 006190,Male,1989-07-04,Chennai,R004,Other,Medium,Retail,2019-09-07
C006191,Customer 006191,Female,2019-03-05,Kolkata,R002,Finance,High,Premium,2019-02-18
C006192,Customer 006192,Male,2002-11-04,Lucknow,R001,Other,Medium,Retail,2020-11-07
C006193,Customer 006193,Female,2010-02-02,Faridabad,R001,Other,High,Corporate,2020-05-20
C006194,Customer 006194,Female,1988-10-06,Gurugram,R001,Government Employee,High,Retail,2021-08-11
C006195,Customer 006195,Female,2003-06-21,Bengaluru,R006,Consultant,Medium,Retail,2018-11-30
C006196,Customer 006196,Female,2025-10-15,Faridabad,R003,Education,Medium,Retail,2019-10-17
C006197,Customer 006197,Male,1990-08-16,Mumbai,R003,Consultant,Medium,Corporate,2021-08-22
C006198,Customer 006198,Male,1997-11-17,Faridabad,R001,Engineer,Medium,Corporate,2024-02-07
C006199,Customer 006199,Female,2005-09-07,Bengaluru,R004,Consultant,Low,Retail,2021-06-05
C006200,Customer 006200,Male,2021-01-23,Gurugram,R006,IT Professional,Medium,Retail,2022-06-11
C006201,Customer 006201,Female,2016-01-09,Kolkata,R006,Finance,High,Corporate,2025-02-08
C006202,Customer 006202,Female,1990-09-22,Pune,R002,Government Employee,Medium,Retail,2022-10-19
C006203,Customer 006203,Male,2006-08-30,Mumbai,R002,Education,Medium,Premium,2023-08-19
C006204,Customer 006204,Male,2003-04-22,Pune,R003,Business Owner,Very High,Retail,2025-11-16
C006205,Customer 006205,Female,2024-04-29,Hyderabad,R005,Healthcare,High,Corporate,2023-06-26
C006206,Customer 006206,Male,1983-11-27,Pune,R001,Finance,Medium,Corporate,2025-12-25
C006207,Customer 006207,Female,2029-01-03,Pune,R005,IT Professional,High,Retail,2022-09-21
C006208,Customer 006208,Female,2017-12-05,Jaipur,R002,Business Owner,Medium,Corporate,2023-03-05
C006209,Customer 006209,Male,2011-01-04,Pune,R003,Business Owner,High,Corporate,2024-02-29
C006210,Customer 006210,Female,1994-07-12,Faridabad,R003,Self Employed,Medium,Retail,2020-03-13
C006211,Customer 006211,Male,2012-09-07,Hyderabad,R003,Education,Medium,Premium,2018-12-14
C006212,Customer 006212,Female,1982-04-05,Lucknow,R003,Education,Medium,Retail,2021-10-27
C006213,Customer 006213,Female,2010-09-19,Ahmedabad,R003,Finance,Low,Retail,2025-04-18
C006214,Customer 006214,Female,2026-01-12,Pune,R001,Other,Medium,Retail,2022-04-16
C006215,Customer 006215,Female,2019-04-09,Hyderabad,R006,Government Employee,Medium,Retail,2019-09-04
C006216,Customer 006216,Female,1992-10-28,Chennai,R005,Self Employed,Low,Retail,2024-03-22
C006217,Customer 006217,Male,1985-06-10,Pune,R006,Government Employee,High,Retail,2023-04-01
C006218,Customer 006218,Female,2006-11-15,Faridabad,R002,Healthcare,High,Premium,2024-02-20
C006219,Customer 006219,Male,2024-02-18,Ahmedabad,R002,Self Employed,Medium,Corporate,2025-05-10
C006220,Customer 006220,Male,1982-01-03,Ahmedabad,R006,Other,Very High,Retail,2018-12-25
C006221,Customer 006221,Male,1980-03-14,Faridabad,R003,Consultant,Very High,Retail,2024-04-21
C006222,Customer 006222,Female,1996-05-20,Faridabad,R003,Finance,Low,Retail,2020-10-06
C006223,Customer 006223,Male,2022-10-15,Chennai,R006,Consultant,Medium,Retail,2019-06-23
C006224,Customer 006224,Male,2006-12-26,Lucknow,R003,IT Professional,High,Corporate,2026-01-05
C006225,Customer 006225,Male,1991-11-17,Jaipur,R006,Healthcare,Low,Retail,2024-01-01
C006226,Customer 006226,Female,1999-12-04,Bengaluru,R004,Other,Low,Retail,2019-08-02
C006227,Customer 006227,Female,2027-05-08,Jaipur,R002,Healthcare,Medium,Corporate,2019-03-23
C006228,Customer 006228,Female,2016-01-09,Bengaluru,R003,Business Owner,Medium,Corporate,2022-04-12
C006229,Customer 006229,Female,2000-07-28,Pune,R005,Business Owner,Very High,Corporate,2025-07-08
C006230,Customer 006230,Male,2025-12-08,Chennai,R004,Other,High,Retail,2022-05-26
C006231,Customer 006231,Female,2019-06-17,Kolkata,R001,Self Employed,Low,Retail,2020-05-30
C006232,Customer 006232,Male,2026-07-20,Bengaluru,R004,Finance,High,Retail,2020-09-26
C006233,Customer 006233,Female,1980-02-02,Mumbai,R004,Engineer,Low,Premium,2023-11-01
C006234,Customer 006234,Male,1988-08-26,Faridabad,R004,Healthcare,Medium,Retail,2024-01-24
C006235,Customer 006235,Female,2005-11-30,Ahmedabad,R005,Government Employee,Medium,Corporate,2023-01-17
C006236,Customer 006236,Female,1998-01-20,Pune,R002,Government Employee,Medium,Retail,2019-12-04
C006237,Customer 006237,Female,2019-12-19,Pune,R003,Education,Medium,Corporate,2025-01-03
C006238,Customer 006238,Female,2018-01-07,Ahmedabad,R005,Finance,High,Retail,2019-06-04
C006239,Customer 006239,Male,2009-01-07,Delhi,R005,Business Owner,Medium,Retail,2022-06-13
C006240,Customer 006240,Female,2027-09-30,Faridabad,R006,Engineer,High,Retail,2025-10-08
C006241,Customer 006241,Female,1980-05-30,Ahmedabad,R003,Engineer,Low,Retail,2020-12-25
C006242,Customer 006242,Female,1999-03-01,Lucknow,R006,IT Professional,Medium,Retail,2021-04-06
C006243,Customer 006243,Male,1988-09-06,Faridabad,R006,Engineer,High,Retail,2022-05-01
C006244,Customer 006244,Female,1990-04-15,Kolkata,R004,Healthcare,Low,Retail,2023-08-09
C006245,Customer 006245,Female,2004-08-17,Ahmedabad,R006,Healthcare,High,Retail,2022-03-26
C006246,Customer 006246,Male,1983-08-31,Jaipur,R001,Government Employee,Medium,Retail,2019-04-18
C006247,Customer 006247,Male,2023-09-13,Mumbai,R004,Self Employed,Medium,Retail,2022-07-08
C006248,Customer 006248,Male,1995-02-25,Bengaluru,R004,Government Employee,Low,Retail,2019-04-09
C006249,Customer 006249,Female,2025-01-23,Hyderabad,R006,Healthcare,High,Corporate,2019-12-20
C006250,Customer 006250,Male,1996-09-19,Jaipur,R006,Government Employee,Medium,Retail,2023-06-14
C006251,Customer 006251,Female,2007-12-25,Lucknow,R002,Consultant,Medium,Retail,2025-07-26
C006252,Customer 006252,Male,1983-07-21,Lucknow,R004,Consultant,High,Premium,2020-06-15
C006253,Customer 006253,Female,2004-07-17,Ahmedabad,R001,Other,Very High,Retail,2024-01-20
C006254,Customer 006254,Male,2012-11-10,Hyderabad,R005,Consultant,Medium,Retail,2018-11-17
C006255,Customer 006255,Male,2007-06-15,Kolkata,R006,Education,High,Corporate,2025-08-27
C006256,Customer 006256,Male,1997-07-04,Bengaluru,R004,Engineer,Very High,Retail,2026-03-07
C006257,Customer 006257,Female,2002-01-18,Faridabad,R005,Government Employee,Low,Retail,2021-01-12
C006258,Customer 006258,Male,1983-11-13,Chennai,R006,Consultant,Medium,Corporate,2018-07-27
C006259,Customer 006259,Female,1979-09-03,Pune,R002,Other,Low,Premium,2020-03-23
C006260,Customer 006260,Male,1980-07-31,Pune,R006,Business Owner,High,Retail,2019-07-01
C006261,Customer 006261,Male,1993-07-13,Bengaluru,R001,Consultant,Medium,Retail,2019-07-03
C006262,Customer 006262,Male,1999-07-11,Chennai,R003,Finance,Medium,Retail,2022-05-20
C006263,Customer 006263,Female,1983-07-02,Bengaluru,R003,Business Owner,High,Retail,2026-03-10
C006264,Customer 006264,Female,2024-03-09,Mumbai,R006,Finance,High,Retail,2024-06-16
C006265,Customer 006265,Female,2029-06-29,Hyderabad,R002,Other,Medium,Retail,2018-01-21
C006266,Customer 006266,Male,1991-08-23,Pune,R001,Business Owner,High,Retail,2022-12-23
C006267,Customer 006267,Female,2001-11-24,Chennai,R006,Government Employee,Very High,Corporate,2023-08-24
C006268,Customer 006268,Female,2003-12-10,Kolkata,R005,Education,High,Retail,2024-01-03
C006269,Customer 006269,Male,2004-11-20,Ahmedabad,R002,IT Professional,High,Retail,2020-05-05
C006270,Customer 006270,Male,1985-12-31,Jaipur,R004,Self Employed,Very High,Corporate,2022-04-20
C006271,Customer 006271,Female,1997-12-04,Pune,R005,Other,High,Retail,2022-01-12
C006272,Customer 006272,Female,2020-10-17,Lucknow,R006,Government Employee,High,Corporate,2024-04-12
C006273,Customer 006273,Male,2021-05-17,Delhi,R004,IT Professional,High,Retail,2024-04-05
C006274,Customer 006274,Female,2003-12-21,Gurugram,R004,Finance,High,Retail,2020-09-29
C006275,Customer 006275,Male,1997-02-11,Bengaluru,R005,IT Professional,Medium,Corporate,2022-04-01
C006276,Customer 006276,Male,1996-10-10,Gurugram,R004,Government Employee,Medium,Retail,2019-07-27
C006277,Customer 006277,Female,2011-04-12,Kolkata,R003,Engineer,Low,Retail,2019-01-01
C006278,Customer 006278,Female,1990-02-05,Bengaluru,R005,Healthcare,Low,Corporate,2024-12-26
C006279,Customer 006279,Male,2006-08-07,Delhi,R002,Self Employed,High,Retail,2020-05-20
C006280,Customer 006280,Female,2000-04-29,Mumbai,R003,Engineer,Medium,Retail,2018-12-24
C006281,Customer 006281,Male,1983-08-31,Ahmedabad,R002,Education,High,Premium,2025-01-24
C006282,Customer 006282,Female,2024-10-06,Pune,R001,Self Employed,Very High,Corporate,2020-09-10
C006283,Customer 006283,Male,2005-09-02,Lucknow,R002,Government Employee,Medium,Retail,2020-11-15
C006284,Customer 006284,Female,1996-09-03,Bengaluru,R005,Consultant,Low,Retail,2023-01-12
C006285,Customer 006285,Female,2007-02-25,Chennai,R002,Consultant,Medium,Retail,2022-03-04
C006286,Customer 006286,Male,2012-02-01,Bengaluru,R001,Healthcare,Low,Retail,2024-08-03
C006287,Customer 006287,Female,1999-10-21,Chennai,R004,IT Professional,Medium,Retail,2018-08-24
C006288,Customer 006288,Male,2012-04-03,Ahmedabad,R005,Healthcare,Medium,Retail,2020-05-09
C006289,Customer 006289,Female,2017-02-10,Jaipur,R006,Self Employed,High,Retail,2024-05-12
C006290,Customer 006290,Female,1999-04-12,Pune,R003,Other,Medium,Corporate,2023-04-01
C006291,Customer 006291,Female,2001-06-02,Jaipur,R003,IT Professional,Low,Retail,2019-09-07
C006292,Customer 006292,Female,2001-11-10,Jaipur,R002,Government Employee,Medium,Corporate,2024-11-21
C006293,Customer 006293,Male,1991-05-14,Pune,R003,Consultant,High,Corporate,2020-12-25
C006294,Customer 006294,Male,1990-08-20,Pune,R001,Government Employee,Medium,Corporate,2025-06-16
C006295,Customer 006295,Female,2016-03-13,Ahmedabad,R006,Business Owner,Medium,Retail,2020-07-01
C006296,Customer 006296,Male,2006-04-24,Faridabad,R003,IT Professional,Medium,Premium,2024-06-04
C006297,Customer 006297,Male,1996-10-23,Lucknow,R002,Self Employed,High,Retail,2019-08-05
C006298,Customer 006298,Female,2005-08-22,Faridabad,R003,Unknown,Very High,Retail,2021-06-09
C006299,Customer 006299,Male,1999-07-01,Faridabad,R004,Unknown,Medium,Retail,2025-04-14
C006300,Customer 006300,Male,1992-10-10,Bengaluru,R004,Engineer,High,Retail,2018-09-23
C006301,Customer 006301,Female,1986-04-06,Ahmedabad,R003,Other,Low,Retail,2024-11-13
C006302,Customer 006302,Female,2009-12-14,Delhi,R005,Government Employee,High,Retail,2018-11-22
C006303,Customer 006303,Female,2007-11-12,Hyderabad,R006,Consultant,Medium,Retail,2020-09-22
C006304,Customer 006304,Female,1993-09-12,Mumbai,R003,Self Employed,Medium,Corporate,2020-06-16
C006305,Customer 006305,Male,2019-05-27,Pune,R004,Consultant,Medium,Corporate,2020-04-27
C006306,Customer 006306,Female,1982-11-01,Bengaluru,R004,Education,High,Retail,2019-10-27
C006307,Customer 006307,Male,2011-09-05,Gurugram,R001,Other,Low,Retail,2023-02-19
C006308,Customer 006308,Male,2005-04-13,Lucknow,R002,Business Owner,High,Corporate,2020-01-01
C006309,Customer 006309,Female,2011-12-13,Kolkata,R001,Finance,Low,Premium,2025-11-01
C006310,Customer 006310,Male,2002-08-07,Lucknow,R005,Consultant,Medium,Retail,2020-06-29
C006311,Customer 006311,Male,1986-10-16,Mumbai,R002,Business Owner,Medium,Corporate,2020-09-26
C006312,Customer 006312,Male,2010-10-15,Delhi,R003,Finance,High,Premium,2023-02-09
C006313,Customer 006313,Female,1996-04-25,Kolkata,R003,Engineer,Medium,Retail,2018-05-25
C006314,Customer 006314,Male,2024-11-26,Jaipur,R005,Self Employed,Medium,Premium,2023-07-16
C006315,Customer 006315,Female,2007-03-06,Jaipur,R006,Self Employed,High,Premium,2023-08-24
C006316,Customer 006316,Female,1981-10-19,Pune,R004,Business Owner,Medium,Corporate,2019-09-17
C006317,Customer 006317,Male,1996-07-29,Jaipur,R006,IT Professional,Medium,Corporate,2025-08-26
C006318,Customer 006318,Male,2017-05-16,Chennai,R003,Engineer,Medium,Retail,2019-02-16
C006319,Customer 006319,Female,2024-09-12,Bengaluru,R001,Finance,High,Premium,2022-11-20
C006320,Customer 006320,Female,1978-04-11,Gurugram,R004,Other,High,Retail,2020-10-10
C006321,Customer 006321,Female,2009-06-01,Chennai,R003,Other,High,Retail,2023-10-21
C006322,Customer 006322,Female,1983-04-26,Pune,R004,Other,High,Corporate,2022-12-26
C006323,Customer 006323,Female,1993-03-02,Ahmedabad,R006,Healthcare,High,Corporate,2022-12-05
C006324,Customer 006324,Male,2025-11-04,Mumbai,R002,Self Employed,Medium,Corporate,2019-01-23
C006325,Customer 006325,Female,2014-05-02,Kolkata,R003,IT Professional,Low,Retail,2022-10-15
C006326,Customer 006326,Male,1997-02-10,Kolkata,R003,Engineer,High,Retail,2020-06-07
C006327,Customer 006327,Female,1982-11-13,Jaipur,R004,Education,Very High,Corporate,2025-07-14
C006328,Customer 006328,Male,1994-12-31,Bengaluru,R002,Education,Medium,Retail,2018-08-29
C006329,Customer 006329,Female,2017-08-24,Faridabad,R001,Finance,Medium,Premium,2023-09-20
C006330,Customer 006330,Male,2020-09-17,Hyderabad,R002,Business Owner,High,Corporate,2019-05-21
C006331,Customer 006331,Male,1991-04-27,Lucknow,R001,Government Employee,High,Retail,2018-08-03
C006332,Customer 006332,Female,2027-02-13,Faridabad,R005,Self Employed,High,Retail,2020-01-28
C006333,Customer 006333,Male,2005-01-01,Kolkata,R006,Healthcare,Medium,Retail,2022-07-10
C006334,Customer 006334,Female,1988-11-20,Mumbai,R002,Finance,Medium,Retail,2023-06-30
C006335,Customer 006335,Female,2003-12-24,Mumbai,R001,Government Employee,Low,Retail,2019-01-21
C006336,Customer 006336,Male,1993-07-18,Chennai,R004,Government Employee,High,Corporate,2018-07-14
C006337,Customer 006337,Male,1993-10-26,Faridabad,R001,Self Employed,Medium,Corporate,2023-09-07
C006338,Customer 006338,Female,2025-06-05,Chennai,R005,Self Employed,Very High,Retail,2021-06-29
C006339,Customer 006339,Female,2003-01-02,Pune,R001,Government Employee,Medium,Retail,2018-07-20
C006340,Customer 006340,Female,2024-06-27,Faridabad,R006,Government Employee,Medium,Corporate,2024-02-06
C006341,Customer 006341,Male,2013-08-12,Delhi,R002,Finance,Medium,Retail,2022-02-26
C006342,Customer 006342,Male,1982-02-28,Gurugram,R001,IT Professional,High,Retail,2024-01-29
C006343,Customer 006343,Female,2023-07-13,Hyderabad,R002,Education,Medium,Retail,2024-10-23
C006344,Customer 006344,Male,1978-03-15,Gurugram,R005,Self Employed,Medium,Corporate,2021-03-17
C006345,Customer 006345,Male,1986-07-16,Jaipur,R001,Self Employed,Medium,Retail,2021-04-27
C006346,Customer 006346,Male,1997-04-30,Mumbai,R001,Consultant,Very High,Retail,2020-07-25
C006347,Customer 006347,Female,2013-10-07,Faridabad,R005,Finance,Very High,Retail,2019-06-05
C006348,Customer 006348,Female,2001-01-12,Kolkata,R006,Self Employed,Medium,Corporate,2023-06-18
C006349,Customer 006349,Male,2014-07-28,Lucknow,R001,Government Employee,High,Premium,2024-05-01
C006350,Customer 006350,Male,1981-04-19,Gurugram,R002,Self Employed,High,Retail,2018-08-25
C006351,Customer 006351,Female,1992-02-05,Lucknow,R006,Consultant,High,Premium,2020-05-26
C006352,Customer 006352,Male,1991-05-26,Chennai,R003,IT Professional,Low,Premium,2022-08-03
C006353,Customer 006353,Female,2028-10-22,Chennai,R006,Self Employed,Medium,Retail,2020-07-25
C006354,Customer 006354,Female,2007-10-02,Ahmedabad,R003,Consultant,High,Retail,2024-05-19
C006355,Customer 006355,Female,1998-10-28,Hyderabad,R002,Consultant,Medium,Corporate,2020-01-02
C006356,Customer 006356,Female,2008-04-25,Pune,R001,Finance,Medium,Retail,2018-03-05
C006357,Customer 006357,Female,2021-03-22,Gurugram,R002,Self Employed,Medium,Retail,2018-11-08
C006358,Customer 006358,Female,1984-12-14,Faridabad,R005,Consultant,High,Retail,2025-10-20
C006359,Customer 006359,Female,1993-02-08,Jaipur,R002,Business Owner,High,Retail,2022-05-23
C006360,Customer 006360,Male,1984-06-23,Bengaluru,R003,Finance,Low,Retail,2018-10-03
C006361,Customer 006361,Female,1990-11-19,Gurugram,R006,Consultant,High,Corporate,2023-05-10
C006362,Customer 006362,Male,1978-11-20,Mumbai,R004,Finance,Medium,Corporate,2023-12-01
C006363,Customer 006363,Male,2015-06-14,Bengaluru,R005,Unknown,High,Retail,2023-10-18
C006364,Customer 006364,Male,1993-04-06,Ahmedabad,R001,Education,Medium,Retail,2022-09-03
C006365,Customer 006365,Female,2013-11-30,Jaipur,R006,Consultant,Medium,Premium,2024-07-30
C006366,Customer 006366,Male,1996-08-03,Lucknow,R002,Other,High,Premium,2023-12-28
C006367,Customer 006367,Female,1978-04-26,Kolkata,R005,Business Owner,High,Corporate,2025-12-27
C006368,Customer 006368,Female,1996-06-19,Ahmedabad,R003,Education,Medium,Retail,2019-07-13
C006369,Customer 006369,Male,2015-09-02,Gurugram,R001,IT Professional,Low,Retail,2024-11-20
C006370,Customer 006370,Male,2025-06-26,Pune,R002,Education,Very High,Corporate,2022-10-19
C006371,Customer 006371,Male,2020-04-15,Faridabad,R006,Engineer,Low,Premium,2018-12-18
C006372,Customer 006372,Male,1988-01-19,Faridabad,R002,IT Professional,High,Corporate,2025-04-29
C006373,Customer 006373,Female,2028-07-12,Jaipur,R001,Other,Medium,Corporate,2019-12-08
C006374,Customer 006374,Male,1993-06-09,Chennai,R006,Government Employee,Low,Retail,2024-08-10
C006375,Customer 006375,Male,2009-08-21,Lucknow,R004,Finance,High,Retail,2022-01-09
C006376,Customer 006376,Male,2026-06-13,Bengaluru,R004,IT Professional,High,Retail,2019-01-10
C006377,Customer 006377,Male,2026-02-13,Jaipur,R005,Government Employee,Low,Retail,2021-06-24
C006378,Customer 006378,Male,2020-02-08,Ahmedabad,R002,Consultant,Low,Corporate,2025-03-07
C006379,Customer 006379,Female,1986-09-01,Pune,R005,Self Employed,High,Corporate,2025-01-04
C006380,Customer 006380,Female,1978-12-17,Delhi,R001,Engineer,Medium,Retail,2026-01-23
C006381,Customer 006381,Female,2004-08-05,Mumbai,R006,Healthcare,High,Retail,2025-03-10
C006382,Customer 006382,Male,1978-01-24,Jaipur,R005,Engineer,Medium,Premium,2018-03-23
C006383,Customer 006383,Male,2018-08-05,Kolkata,R002,Engineer,Medium,Retail,2018-04-16
C006384,Customer 006384,Female,2025-08-14,Delhi,R004,Engineer,Medium,Premium,2024-12-15
C006385,Customer 006385,Female,2007-10-25,Jaipur,R004,Consultant,Medium,Corporate,2025-03-29
C006386,Customer 006386,Female,2002-09-06,Delhi,R001,Healthcare,Low,Retail,2024-07-01
C006387,Customer 006387,Female,2012-08-03,Ahmedabad,R003,Healthcare,High,Retail,2018-03-05
C006388,Customer 006388,Male,2018-10-02,Kolkata,R005,Self Employed,Medium,Corporate,2025-07-17
C006389,Customer 006389,Male,1983-07-13,Gurugram,R001,Consultant,High,Retail,2020-03-28
C006390,Customer 006390,Male,1993-12-22,Faridabad,R004,Healthcare,High,Retail,2019-08-13
C006391,Customer 006391,Female,2014-12-16,Hyderabad,R002,Finance,High,Retail,2023-09-10
C006392,Customer 006392,Female,2006-03-13,Delhi,R002,Self Employed,Medium,Retail,2019-04-23
C006393,Customer 006393,Female,2024-11-28,Mumbai,R006,Finance,Medium,Corporate,2025-05-20
C006394,Customer 006394,Male,2026-03-27,Pune,R003,Education,Medium,Retail,2025-03-09
C006395,Customer 006395,Male,1983-03-17,Mumbai,R003,Engineer,High,Corporate,2021-01-30
C006396,Customer 006396,Female,1998-03-31,Kolkata,R004,Business Owner,High,Corporate,2019-11-26
C006397,Customer 006397,Male,1999-10-14,Gurugram,R003,Consultant,Low,Retail,2021-08-01
C006398,Customer 006398,Female,2010-12-05,Jaipur,R003,Engineer,Very High,Retail,2024-03-14
C006399,Customer 006399,Female,2019-05-29,Kolkata,R002,Finance,Low,Retail,2020-11-28
C006400,Customer 006400,Female,2020-11-14,Faridabad,R006,Government Employee,Medium,Retail,2020-09-06
C006401,Customer 006401,Male,1981-12-26,Bengaluru,R005,Self Employed,Medium,Retail,2026-02-03
C006402,Customer 006402,Female,2020-12-03,Gurugram,R002,Business Owner,Medium,Retail,2020-11-23
C006403,Customer 006403,Female,2019-08-02,Hyderabad,R006,Healthcare,Medium,Retail,2020-01-18
C006404,Customer 006404,Male,2026-09-21,Pune,R002,Business Owner,Low,Retail,2020-08-13
C006405,Customer 006405,Female,2008-03-24,Lucknow,R004,Finance,Very High,Retail,2023-10-07
C006406,Customer 006406,Female,1999-04-02,Gurugram,R006,Engineer,Very High,Corporate,2020-09-14
C006407,Customer 006407,Male,2026-10-03,Lucknow,R006,Self Employed,Medium,Retail,2020-12-22
C006408,Customer 006408,Female,1989-12-22,Gurugram,R004,Finance,Medium,Premium,2018-03-12
C006409,Customer 006409,Female,1998-08-08,Ahmedabad,R006,Finance,Medium,Retail,2018-05-06
C006410,Customer 006410,Female,1986-05-25,Bengaluru,R005,Education,Low,Retail,2025-02-08
C006411,Customer 006411,Male,2024-05-13,Gurugram,R001,Other,Medium,Corporate,2020-03-10
C006412,Customer 006412,Female,2027-02-15,Chennai,R003,Other,Medium,Retail,2018-08-25
C006413,Customer 006413,Female,2009-12-31,Lucknow,R006,Healthcare,Medium,Premium,2022-03-07
C006414,Customer 006414,Female,1980-11-01,Chennai,R003,Other,Medium,Corporate,2022-01-01
C006415,Customer 006415,Male,1985-05-05,Mumbai,R002,Healthcare,High,Retail,2023-10-19
C006416,Customer 006416,Male,2012-08-31,Pune,R002,Healthcare,Low,Retail,2018-02-03
C006417,Customer 006417,Male,1984-12-23,Faridabad,R006,Education,Medium,Corporate,2020-08-01
C006418,Customer 006418,Female,1982-11-10,Chennai,R006,IT Professional,High,Corporate,2025-02-22
C006419,Customer 006419,Male,2014-02-02,Chennai,R006,Business Owner,Very High,Retail,2021-03-26
C006420,Customer 006420,Female,2023-01-19,Faridabad,R005,Government Employee,High,Corporate,2024-04-28
C006421,Customer 006421,Male,1991-11-01,Ahmedabad,R006,Engineer,Medium,Retail,2021-11-16
C006422,Customer 006422,Male,2029-04-11,Hyderabad,R003,IT Professional,High,Corporate,2026-01-15
C006423,Customer 006423,Male,1984-03-07,Hyderabad,R002,Government Employee,Very High,Corporate,2021-09-13
C006424,Customer 006424,Male,2006-03-18,Gurugram,R002,Engineer,High,Retail,2018-05-30
C006425,Customer 006425,Female,2023-12-02,Jaipur,R006,Finance,Low,Corporate,2023-11-27
C006426,Customer 006426,Male,2025-11-17,Chennai,R004,Business Owner,Medium,Premium,2019-10-19
C006427,Customer 006427,Female,1992-03-11,Jaipur,R001,Healthcare,High,Retail,2024-12-15
C006428,Customer 006428,Female,2002-02-01,Delhi,R006,IT Professional,High,Retail,2021-09-13
C006429,Customer 006429,Female,1991-11-01,Gurugram,R005,Education,Medium,Retail,2018-04-24
C006430,Customer 006430,Male,1988-12-07,Jaipur,R001,Business Owner,Medium,Retail,2020-05-01
C006431,Customer 006431,Male,2002-04-04,Delhi,R001,Consultant,Medium,Corporate,2022-03-01
C006432,Customer 006432,Female,1988-01-21,Pune,R006,Other,Medium,Retail,2023-06-08
C006433,Customer 006433,Male,1993-11-09,Hyderabad,R005,Finance,Medium,Corporate,2026-03-16
C006434,Customer 006434,Female,2017-07-20,Pune,R003,IT Professional,High,Retail,2018-04-18
C006435,Customer 006435,Male,1995-05-30,Jaipur,R006,Business Owner,Medium,Retail,2023-10-09
C006436,Customer 006436,Male,2000-03-24,Lucknow,R002,Healthcare,High,Retail,2018-10-14
C006437,Customer 006437,Female,2000-07-01,Chennai,R005,Government Employee,High,Corporate,2021-11-06
C006438,Customer 006438,Male,2015-05-16,Faridabad,R002,Self Employed,Medium,Retail,2020-05-24
C006439,Customer 006439,Female,2026-09-05,Jaipur,R006,IT Professional,Medium,Premium,2023-09-04
C006440,Customer 006440,Female,1989-02-18,Bengaluru,R006,Engineer,Low,Corporate,2024-04-09
C006441,Customer 006441,Male,2002-02-07,Lucknow,R004,Self Employed,High,Retail,2022-05-31
C006442,Customer 006442,Male,1985-08-13,Gurugram,R001,Self Employed,Very High,Retail,2019-10-31
C006443,Customer 006443,Male,1980-05-15,Gurugram,R004,Finance,High,Retail,2019-06-10
C006444,Customer 006444,Female,1989-06-23,Jaipur,R001,Engineer,High,Corporate,2021-08-22
C006445,Customer 006445,Male,2010-04-14,Delhi,R003,Consultant,Medium,Retail,2021-01-16
C006446,Customer 006446,Male,1985-06-27,Kolkata,R005,Government Employee,Medium,Retail,2023-09-04
